case_id,part_id,part_type,line,activity,area,resource,timestamp,duration_minutes
WO-0058,PART-2251,Bracket,Line-C,Cutting,CUT,Laser-02,2024-06-03 14:16:00,42
WO-0246,PART-2276,Bracket,Line-B,Cutting,CUT,Laser-01,2024-06-03 14:26:00,55
WO-0259,PART-4578,Bracket,Line-C,Packaging,PKG,Pack-02,2024-06-03 15:08:00,22
WO-0153,PART-5631,Rotor,Line-C,Quality Check,QC,QA-05,2024-06-03 15:17:00,23
WO-0058,PART-2251,Bracket,Line-C,CNC Machining,CNC,CNC-12,2024-06-03 15:23:00,112
WO-0246,PART-2276,Bracket,Line-B,CNC Machining,CNC,CNC-15,2024-06-03 15:37:00,52
WO-0153,PART-5631,Rotor,Line-C,Packaging,PKG,Pack-01,2024-06-03 16:03:00,20
WO-0259,PART-4578,Bracket,Line-C,Shipment,SHIP,Dock-01,2024-06-03 16:36:00,0
WO-0246,PART-2276,Bracket,Line-B,Surface Prep,PREP,Prep-01,2024-06-03 16:43:00,17
WO-0153,PART-5631,Rotor,Line-C,Material Hold,HOLD,Planner,2024-06-03 16:48:00,374
WO-0246,PART-2276,Bracket,Line-B,Assembly,ASM,Cell-04,2024-06-03 17:23:00,144
WO-0058,PART-2251,Bracket,Line-C,Surface Prep,PREP,Prep-01,2024-06-03 17:24:00,18
WO-0196,PART-6833,Pump Housing,Line-A,Cutting,CUT,Laser-01,2024-06-03 17:28:00,51
WO-0058,PART-2251,Bracket,Line-C,Assembly,ASM,Cell-01,2024-06-03 17:52:00,65
WO-0196,PART-6833,Pump Housing,Line-A,CNC Machining,CNC,CNC-15,2024-06-03 18:38:00,35
WO-0058,PART-2251,Bracket,Line-C,Quality Check,QC,QA-02,2024-06-03 19:18:00,29
WO-0196,PART-6833,Pump Housing,Line-A,Surface Prep,PREP,Prep-03,2024-06-03 19:26:00,34
WO-0290,PART-7677,Valve Body,Line-B,Cutting,CUT,Laser-02,2024-06-03 19:30:00,51
WO-0058,PART-2251,Bracket,Line-C,Packaging,PKG,Pack-02,2024-06-03 19:54:00,30
WO-0246,PART-2276,Bracket,Line-B,Quality Check,QC,QA-05,2024-06-03 20:01:00,40
WO-0196,PART-6833,Pump Housing,Line-A,Assembly,ASM,Cell-02,2024-06-03 20:17:00,113
WO-0290,PART-7677,Valve Body,Line-B,CNC Machining,CNC,CNC-19,2024-06-03 20:45:00,66
WO-0246,PART-2276,Bracket,Line-B,Packaging,PKG,Pack-01,2024-06-03 21:03:00,11
WO-0058,PART-2251,Bracket,Line-C,Shipment,SHIP,Dock-01,2024-06-03 22:04:00,0
WO-0290,PART-7677,Valve Body,Line-B,Surface Prep,PREP,Prep-01,2024-06-03 22:16:00,16
WO-0196,PART-6833,Pump Housing,Line-A,Quality Check,QC,QA-05,2024-06-03 22:27:00,31
WO-0157,PART-3595,Manifold,Line-A,Cutting,CUT,Laser-02,2024-06-03 22:40:00,45
WO-0290,PART-7677,Valve Body,Line-B,Assembly,ASM,Cell-01,2024-06-03 22:44:00,103
WO-0246,PART-2276,Bracket,Line-B,Shipment,SHIP,Dock-01,2024-06-03 22:46:00,0
WO-0196,PART-6833,Pump Housing,Line-A,Packaging,PKG,Pack-01,2024-06-03 23:12:00,17
WO-0157,PART-3595,Manifold,Line-A,CNC Machining,CNC,CNC-12,2024-06-03 23:42:00,79
WO-0153,PART-5631,Rotor,Line-C,Shipment,SHIP,Dock-01,2024-06-03 23:49:00,0
WO-0226,PART-6395,Manifold,Line-C,Cutting,CUT,Laser-01,2024-06-03 23:57:00,54
WO-0122,PART-4496,Manifold,Line-A,Cutting,CUT,Laser-01,2024-06-04 00:28:00,48
WO-0196,PART-6833,Pump Housing,Line-A,Shipment,SHIP,Dock-01,2024-06-04 00:36:00,0
WO-0290,PART-7677,Valve Body,Line-B,Quality Check,QC,QA-05,2024-06-04 00:41:00,38
WO-0021,PART-5082,Valve Body,Line-B,Cutting,CUT,Laser-02,2024-06-04 00:49:00,55
WO-0226,PART-6395,Manifold,Line-C,CNC Machining,CNC,CNC-19,2024-06-04 00:57:00,69
WO-0157,PART-3595,Manifold,Line-A,Surface Prep,PREP,Prep-01,2024-06-04 01:04:00,32
WO-0122,PART-4496,Manifold,Line-A,CNC Machining,CNC,CNC-15,2024-06-04 01:18:00,119
WO-0290,PART-7677,Valve Body,Line-B,Packaging,PKG,Pack-02,2024-06-04 01:40:00,19
WO-0021,PART-5082,Valve Body,Line-B,CNC Machining,CNC,CNC-19,2024-06-04 02:00:00,108
WO-0157,PART-3595,Manifold,Line-A,Assembly,ASM,Cell-01,2024-06-04 02:01:00,87
WO-0226,PART-6395,Manifold,Line-C,Surface Prep,PREP,Prep-01,2024-06-04 02:30:00,43
WO-0290,PART-7677,Valve Body,Line-B,Shipment,SHIP,Dock-01,2024-06-04 02:55:00,0
WO-0156,PART-7768,Valve Body,Line-A,Cutting,CUT,Laser-02,2024-06-04 03:01:00,56
WO-0122,PART-4496,Manifold,Line-A,Surface Prep,PREP,Prep-03,2024-06-04 03:22:00,42
WO-0169,PART-5819,Manifold,Line-A,Cutting,CUT,Laser-02,2024-06-04 03:27:00,52
WO-0226,PART-6395,Manifold,Line-C,Assembly,ASM,Cell-01,2024-06-04 03:28:00,138
WO-0157,PART-3595,Manifold,Line-A,Quality Check,QC,QA-02,2024-06-04 03:40:00,53
WO-0156,PART-7768,Valve Body,Line-A,CNC Machining,CNC,CNC-19,2024-06-04 04:03:00,70
WO-0021,PART-5082,Valve Body,Line-B,Surface Prep,PREP,Prep-03,2024-06-04 04:06:00,28
WO-0122,PART-4496,Manifold,Line-A,Assembly,ASM,Cell-02,2024-06-04 04:28:00,56
WO-0157,PART-3595,Manifold,Line-A,Packaging,PKG,Pack-01,2024-06-04 04:35:00,10
WO-0021,PART-5082,Valve Body,Line-B,Assembly,ASM,Cell-02,2024-06-04 04:41:00,135
WO-0169,PART-5819,Manifold,Line-A,CNC Machining,CNC,CNC-15,2024-06-04 04:43:00,100
WO-0178,PART-1182,Bracket,Line-C,Cutting,CUT,Laser-02,2024-06-04 05:12:00,58
WO-0156,PART-7768,Valve Body,Line-A,Surface Prep,PREP,Prep-01,2024-06-04 05:20:00,39
WO-0122,PART-4496,Manifold,Line-A,Quality Check,QC,QA-05,2024-06-04 05:28:00,34
WO-0119,PART-5055,Manifold,Line-B,Cutting,CUT,Laser-02,2024-06-04 05:38:00,46
WO-0157,PART-3595,Manifold,Line-A,Shipment,SHIP,Dock-01,2024-06-04 05:48:00,0
WO-0122,PART-4496,Manifold,Line-A,Packaging,PKG,Pack-01,2024-06-04 06:06:00,13
WO-0226,PART-6395,Manifold,Line-C,Assembly Rework,ASM,Cell-01,2024-06-04 06:08:00,61
WO-0156,PART-7768,Valve Body,Line-A,Assembly,ASM,Cell-04,2024-06-04 06:16:00,82
WO-0178,PART-1182,Bracket,Line-C,CNC Machining,CNC,CNC-12,2024-06-04 06:29:00,100
WO-0119,PART-5055,Manifold,Line-B,CNC Machining,CNC,CNC-19,2024-06-04 06:40:00,39
WO-0169,PART-5819,Manifold,Line-A,Surface Prep,PREP,Prep-01,2024-06-04 06:47:00,38
WO-0021,PART-5082,Valve Body,Line-B,Quality Check,QC,QA-02,2024-06-04 07:12:00,36
WO-0122,PART-4496,Manifold,Line-A,Shipment,SHIP,Dock-01,2024-06-04 07:19:00,0
WO-0226,PART-6395,Manifold,Line-C,Quality Check,QC,QA-02,2024-06-04 07:21:00,24
WO-0119,PART-5055,Manifold,Line-B,Surface Prep,PREP,Prep-03,2024-06-04 07:23:00,27
WO-0169,PART-5819,Manifold,Line-A,Assembly,ASM,Cell-04,2024-06-04 07:33:00,66
WO-0156,PART-7768,Valve Body,Line-A,Quality Check,QC,QA-02,2024-06-04 07:45:00,40
WO-0226,PART-6395,Manifold,Line-C,Packaging,PKG,Pack-01,2024-06-04 07:52:00,20
WO-0021,PART-5082,Valve Body,Line-B,Packaging,PKG,Pack-02,2024-06-04 08:10:00,18
WO-0119,PART-5055,Manifold,Line-B,Assembly,ASM,Cell-02,2024-06-04 08:14:00,87
WO-0178,PART-1182,Bracket,Line-C,Surface Prep,PREP,Prep-03,2024-06-04 08:20:00,21
WO-0156,PART-7768,Valve Body,Line-A,Packaging,PKG,Pack-02,2024-06-04 08:27:00,24
WO-0226,PART-6395,Manifold,Line-C,Manual Repair,ASM,Cell-02,2024-06-04 08:37:00,33
WO-0178,PART-1182,Bracket,Line-C,Assembly,ASM,Cell-04,2024-06-04 08:49:00,92
WO-0169,PART-5819,Manifold,Line-A,Quality Check,QC,QA-05,2024-06-04 09:03:00,38
WO-0247,PART-1003,Pump Housing,Line-C,Cutting,CUT,Laser-02,2024-06-04 09:29:00,59
WO-0156,PART-7768,Valve Body,Line-A,Shipment,SHIP,Dock-01,2024-06-04 09:30:00,0
WO-0021,PART-5082,Valve Body,Line-B,Shipment,SHIP,Dock-01,2024-06-04 09:56:00,0
WO-0119,PART-5055,Manifold,Line-B,Quality Check,QC,QA-02,2024-06-04 09:58:00,40
WO-0169,PART-5819,Manifold,Line-A,Packaging,PKG,Pack-01,2024-06-04 10:04:00,14
WO-0226,PART-6395,Manifold,Line-C,Shipment,SHIP,Dock-01,2024-06-04 10:13:00,0
WO-0247,PART-1003,Pump Housing,Line-C,CNC Machining,CNC,CNC-19,2024-06-04 10:36:00,56
WO-0178,PART-1182,Bracket,Line-C,Assembly Rework,ASM,Cell-01,2024-06-04 10:39:00,34
WO-0119,PART-5055,Manifold,Line-B,Packaging,PKG,Pack-02,2024-06-04 11:03:00,12
WO-0178,PART-1182,Bracket,Line-C,Quality Check,QC,QA-05,2024-06-04 11:20:00,34
WO-0169,PART-5819,Manifold,Line-A,Shipment,SHIP,Dock-01,2024-06-04 11:27:00,0
WO-0247,PART-1003,Pump Housing,Line-C,Surface Prep,PREP,Prep-03,2024-06-04 11:44:00,24
WO-0178,PART-1182,Bracket,Line-C,Packaging,PKG,Pack-01,2024-06-04 12:02:00,13
WO-0247,PART-1003,Pump Housing,Line-C,Assembly,ASM,Cell-02,2024-06-04 12:23:00,131
WO-0119,PART-5055,Manifold,Line-B,Shipment,SHIP,Dock-01,2024-06-04 12:32:00,0
WO-0178,PART-1182,Bracket,Line-C,Manual Repair,ASM,Cell-01,2024-06-04 12:38:00,102
WO-0013,PART-5002,Rotor,Line-B,Cutting,CUT,Laser-01,2024-06-04 14:09:00,39
WO-0247,PART-1003,Pump Housing,Line-C,Quality Check,QC,QA-02,2024-06-04 14:38:00,57
WO-0016,PART-7745,Pump Housing,Line-B,Cutting,CUT,Laser-02,2024-06-04 14:56:00,22
WO-0013,PART-5002,Rotor,Line-B,CNC Machining,CNC,CNC-15,2024-06-04 15:11:00,100
WO-0016,PART-7745,Pump Housing,Line-B,CNC Machining,CNC,CNC-15,2024-06-04 15:27:00,55
WO-0247,PART-1003,Pump Housing,Line-C,Packaging,PKG,Pack-02,2024-06-04 15:56:00,26
WO-0178,PART-1182,Bracket,Line-C,Shipment,SHIP,Dock-01,2024-06-04 15:59:00,0
WO-0258,PART-7995,Rotor,Line-B,Cutting,CUT,Laser-02,2024-06-04 16:27:00,23
WO-0016,PART-7745,Pump Housing,Line-B,Surface Prep,PREP,Prep-01,2024-06-04 16:35:00,24
WO-0247,PART-1003,Pump Housing,Line-C,Shipment,SHIP,Dock-01,2024-06-04 16:45:00,0
WO-0258,PART-7995,Rotor,Line-B,CNC Machining,CNC,CNC-12,2024-06-04 17:04:00,72
WO-0016,PART-7745,Pump Housing,Line-B,Assembly,ASM,Cell-04,2024-06-04 17:08:00,43
WO-0013,PART-5002,Rotor,Line-B,Surface Prep,PREP,Prep-01,2024-06-04 17:14:00,18
WO-0013,PART-5002,Rotor,Line-B,Assembly,ASM,Cell-01,2024-06-04 17:42:00,54
WO-0016,PART-7745,Pump Housing,Line-B,Quality Check,QC,QA-05,2024-06-04 17:59:00,45
WO-0258,PART-7995,Rotor,Line-B,Surface Prep,PREP,Prep-03,2024-06-04 18:26:00,45
WO-0034,PART-3330,Valve Body,Line-A,Cutting,CUT,Laser-02,2024-06-04 18:36:00,56
WO-0010,PART-1241,Valve Body,Line-A,Cutting,CUT,Laser-01,2024-06-04 18:49:00,45
WO-0016,PART-7745,Pump Housing,Line-B,Packaging,PKG,Pack-02,2024-06-04 18:54:00,12
WO-0013,PART-5002,Rotor,Line-B,Quality Check,QC,QA-02,2024-06-04 19:01:00,55
WO-0258,PART-7995,Rotor,Line-B,Assembly,ASM,Cell-01,2024-06-04 19:18:00,96
WO-0016,PART-7745,Pump Housing,Line-B,Manual Repair,ASM,Cell-04,2024-06-04 19:19:00,112
WO-0010,PART-1241,Valve Body,Line-A,CNC Machining,CNC,CNC-12,2024-06-04 19:41:00,78
WO-0034,PART-3330,Valve Body,Line-A,CNC Machining,CNC,CNC-15,2024-06-04 19:48:00,45
WO-0013,PART-5002,Rotor,Line-B,Packaging,PKG,Pack-01,2024-06-04 20:06:00,19
WO-0034,PART-3330,Valve Body,Line-A,Surface Prep,PREP,Prep-03,2024-06-04 20:57:00,24
WO-0258,PART-7995,Rotor,Line-B,Quality Check,QC,QA-05,2024-06-04 21:11:00,32
WO-0010,PART-1241,Valve Body,Line-A,Surface Prep,PREP,Prep-03,2024-06-04 21:13:00,23
WO-0270,PART-8627,Manifold,Line-B,Cutting,CUT,Laser-01,2024-06-04 21:29:00,38
WO-0034,PART-3330,Valve Body,Line-A,Assembly,ASM,Cell-04,2024-06-04 21:31:00,104
WO-0013,PART-5002,Rotor,Line-B,Shipment,SHIP,Dock-01,2024-06-04 21:32:00,0
WO-0010,PART-1241,Valve Body,Line-A,Assembly,ASM,Cell-04,2024-06-04 21:47:00,94
WO-0258,PART-7995,Rotor,Line-B,Packaging,PKG,Pack-02,2024-06-04 21:50:00,30
WO-0270,PART-8627,Manifold,Line-B,CNC Machining,CNC,CNC-12,2024-06-04 22:29:00,108
WO-0016,PART-7745,Pump Housing,Line-B,Shipment,SHIP,Dock-01,2024-06-04 22:43:00,0
WO-0258,PART-7995,Rotor,Line-B,Shipment,SHIP,Dock-01,2024-06-04 23:30:00,0
WO-0034,PART-3330,Valve Body,Line-A,Quality Check,QC,QA-02,2024-06-04 23:32:00,48
WO-0010,PART-1241,Valve Body,Line-A,Quality Check,QC,QA-05,2024-06-04 23:46:00,55
WO-0270,PART-8627,Manifold,Line-B,Surface Prep,PREP,Prep-01,2024-06-05 00:37:00,32
WO-0034,PART-3330,Valve Body,Line-A,Packaging,PKG,Pack-02,2024-06-05 00:41:00,11
WO-0010,PART-1241,Valve Body,Line-A,Packaging,PKG,Pack-02,2024-06-05 00:47:00,16
WO-0270,PART-8627,Manifold,Line-B,Assembly,ASM,Cell-04,2024-06-05 01:13:00,92
WO-0232,PART-3459,Pump Housing,Line-A,Cutting,CUT,Laser-02,2024-06-05 01:41:00,39
WO-0034,PART-3330,Valve Body,Line-A,Shipment,SHIP,Dock-01,2024-06-05 01:59:00,0
WO-0137,PART-6269,Manifold,Line-B,Cutting,CUT,Laser-02,2024-06-05 02:12:00,21
WO-0010,PART-1241,Valve Body,Line-A,Shipment,SHIP,Dock-01,2024-06-05 02:35:00,0
WO-0137,PART-6269,Manifold,Line-B,CNC Machining,CNC,CNC-19,2024-06-05 02:36:00,90
WO-0232,PART-3459,Pump Housing,Line-A,CNC Machining,CNC,CNC-15,2024-06-05 02:45:00,87
WO-0270,PART-8627,Manifold,Line-B,Quality Check,QC,QA-05,2024-06-05 03:02:00,33
WO-0270,PART-8627,Manifold,Line-B,Packaging,PKG,Pack-01,2024-06-05 03:51:00,18
WO-0285,PART-9419,Pump Housing,Line-C,Cutting,CUT,Laser-02,2024-06-05 04:04:00,30
WO-0137,PART-6269,Manifold,Line-B,Surface Prep,PREP,Prep-01,2024-06-05 04:19:00,39
WO-0232,PART-3459,Pump Housing,Line-A,Surface Prep,PREP,Prep-01,2024-06-05 04:34:00,20
WO-0113,PART-4798,Manifold,Line-C,Cutting,CUT,Laser-01,2024-06-05 04:44:00,45
WO-0285,PART-9419,Pump Housing,Line-C,CNC Machining,CNC,CNC-15,2024-06-05 04:46:00,117
WO-0232,PART-3459,Pump Housing,Line-A,Assembly,ASM,Cell-01,2024-06-05 05:00:00,65
WO-0137,PART-6269,Manifold,Line-B,Assembly,ASM,Cell-01,2024-06-05 05:05:00,52
WO-0270,PART-8627,Manifold,Line-B,Shipment,SHIP,Dock-01,2024-06-05 05:15:00,0
WO-0113,PART-4798,Manifold,Line-C,CNC Machining,CNC,CNC-12,2024-06-05 05:54:00,108
WO-0137,PART-6269,Manifold,Line-B,Assembly Rework,ASM,Cell-02,2024-06-05 06:20:00,40
WO-0232,PART-3459,Pump Housing,Line-A,Quality Check,QC,QA-02,2024-06-05 06:26:00,36
WO-0285,PART-9419,Pump Housing,Line-C,Surface Prep,PREP,Prep-03,2024-06-05 06:53:00,36
WO-0232,PART-3459,Pump Housing,Line-A,Packaging,PKG,Pack-02,2024-06-05 07:18:00,25
WO-0137,PART-6269,Manifold,Line-B,Quality Check,QC,QA-02,2024-06-05 07:19:00,23
WO-0285,PART-9419,Pump Housing,Line-C,Assembly,ASM,Cell-04,2024-06-05 07:34:00,108
WO-0048,PART-1992,Manifold,Line-B,Cutting,CUT,Laser-01,2024-06-05 07:39:00,49
WO-0113,PART-4798,Manifold,Line-C,Surface Prep,PREP,Prep-03,2024-06-05 07:58:00,33
WO-0232,PART-3459,Pump Housing,Line-A,Manual Repair,ASM,Cell-04,2024-06-05 08:02:00,30
WO-0137,PART-6269,Manifold,Line-B,Packaging,PKG,Pack-02,2024-06-05 08:02:00,22
WO-0289,PART-9664,Pump Housing,Line-C,Cutting,CUT,Laser-01,2024-06-05 08:36:00,54
WO-0113,PART-4798,Manifold,Line-C,Assembly,ASM,Cell-04,2024-06-05 08:45:00,40
WO-0048,PART-1992,Manifold,Line-B,CNC Machining,CNC,CNC-19,2024-06-05 08:51:00,57
WO-0113,PART-4798,Manifold,Line-C,Assembly Rework,ASM,Cell-02,2024-06-05 09:33:00,38
WO-0285,PART-9419,Pump Housing,Line-C,Quality Check,QC,QA-02,2024-06-05 09:35:00,29
WO-0289,PART-9664,Pump Housing,Line-C,CNC Machining,CNC,CNC-12,2024-06-05 09:55:00,42
WO-0137,PART-6269,Manifold,Line-B,Shipment,SHIP,Dock-01,2024-06-05 09:56:00,0
WO-0285,PART-9419,Pump Housing,Line-C,Packaging,PKG,Pack-02,2024-06-05 10:10:00,26
WO-0048,PART-1992,Manifold,Line-B,Surface Prep,PREP,Prep-01,2024-06-05 10:10:00,34
WO-0232,PART-3459,Pump Housing,Line-A,Shipment,SHIP,Dock-01,2024-06-05 10:14:00,0
WO-0113,PART-4798,Manifold,Line-C,Quality Check,QC,QA-02,2024-06-05 10:35:00,24
WO-0048,PART-1992,Manifold,Line-B,Assembly,ASM,Cell-02,2024-06-05 10:47:00,140
WO-0289,PART-9664,Pump Housing,Line-C,Surface Prep,PREP,Prep-03,2024-06-05 10:55:00,42
WO-0099,PART-7841,Rotor,Line-A,Cutting,CUT,Laser-02,2024-06-05 11:08:00,35
WO-0113,PART-4798,Manifold,Line-C,Packaging,PKG,Pack-02,2024-06-05 11:18:00,15
WO-0289,PART-9664,Pump Housing,Line-C,Assembly,ASM,Cell-04,2024-06-05 11:50:00,129
WO-0285,PART-9419,Pump Housing,Line-C,Shipment,SHIP,Dock-01,2024-06-05 11:51:00,0
WO-0099,PART-7841,Rotor,Line-A,CNC Machining,CNC,CNC-19,2024-06-05 12:02:00,113
WO-0113,PART-4798,Manifold,Line-C,Shipment,SHIP,Dock-01,2024-06-05 12:09:00,0
WO-0292,PART-3764,Valve Body,Line-B,Cutting,CUT,Laser-01,2024-06-05 12:43:00,45
WO-0048,PART-1992,Manifold,Line-B,Quality Check,QC,QA-02,2024-06-05 13:16:00,28
WO-0292,PART-3764,Valve Body,Line-B,CNC Machining,CNC,CNC-19,2024-06-05 13:37:00,84
WO-0048,PART-1992,Manifold,Line-B,Packaging,PKG,Pack-01,2024-06-05 13:48:00,27
WO-0289,PART-9664,Pump Housing,Line-C,Quality Check,QC,QA-02,2024-06-05 14:06:00,48
WO-0099,PART-7841,Rotor,Line-A,Surface Prep,PREP,Prep-03,2024-06-05 14:07:00,23
WO-0099,PART-7841,Rotor,Line-A,Assembly,ASM,Cell-04,2024-06-05 14:55:00,122
WO-0289,PART-9664,Pump Housing,Line-C,Packaging,PKG,Pack-02,2024-06-05 15:01:00,21
WO-0048,PART-1992,Manifold,Line-B,Shipment,SHIP,Dock-01,2024-06-05 15:14:00,0
WO-0292,PART-3764,Valve Body,Line-B,Surface Prep,PREP,Prep-03,2024-06-05 15:18:00,23
WO-0292,PART-3764,Valve Body,Line-B,Assembly,ASM,Cell-02,2024-06-05 16:03:00,91
WO-0288,PART-2581,Valve Body,Line-C,Cutting,CUT,Laser-01,2024-06-05 16:10:00,42
WO-0189,PART-1117,Manifold,Line-C,Cutting,CUT,Laser-01,2024-06-05 16:11:00,43
WO-0289,PART-9664,Pump Housing,Line-C,Shipment,SHIP,Dock-01,2024-06-05 16:16:00,0
WO-0288,PART-2581,Valve Body,Line-C,CNC Machining,CNC,CNC-19,2024-06-05 16:56:00,48
WO-0189,PART-1117,Manifold,Line-C,CNC Machining,CNC,CNC-19,2024-06-05 17:00:00,84
WO-0099,PART-7841,Rotor,Line-A,Assembly Rework,ASM,Cell-01,2024-06-05 17:14:00,54
WO-0292,PART-3764,Valve Body,Line-B,Assembly Rework,ASM,Cell-04,2024-06-05 17:51:00,67
WO-0288,PART-2581,Valve Body,Line-C,Surface Prep,PREP,Prep-03,2024-06-05 17:54:00,45
WO-0099,PART-7841,Rotor,Line-A,Quality Check,QC,QA-02,2024-06-05 18:33:00,42
WO-0189,PART-1117,Manifold,Line-C,Surface Prep,PREP,Prep-03,2024-06-05 18:44:00,23
WO-0288,PART-2581,Valve Body,Line-C,Assembly,ASM,Cell-04,2024-06-05 18:52:00,60
WO-0292,PART-3764,Valve Body,Line-B,Quality Check,QC,QA-05,2024-06-05 19:12:00,51
WO-0099,PART-7841,Rotor,Line-A,Packaging,PKG,Pack-02,2024-06-05 19:21:00,27
WO-0189,PART-1117,Manifold,Line-C,Assembly,ASM,Cell-04,2024-06-05 19:26:00,94
WO-0292,PART-3764,Valve Body,Line-B,Packaging,PKG,Pack-01,2024-06-05 20:09:00,24
WO-0288,PART-2581,Valve Body,Line-C,Quality Check,QC,QA-02,2024-06-05 20:17:00,59
WO-0189,PART-1117,Manifold,Line-C,Quality Check,QC,QA-05,2024-06-05 21:13:00,59
WO-0099,PART-7841,Rotor,Line-A,Shipment,SHIP,Dock-01,2024-06-05 21:14:00,0
WO-0288,PART-2581,Valve Body,Line-C,Packaging,PKG,Pack-01,2024-06-05 21:34:00,28
WO-0292,PART-3764,Valve Body,Line-B,Shipment,SHIP,Dock-01,2024-06-05 21:51:00,0
WO-0030,PART-9779,Pump Housing,Line-A,Cutting,CUT,Laser-02,2024-06-05 22:10:00,57
WO-0288,PART-2581,Valve Body,Line-C,Shipment,SHIP,Dock-01,2024-06-05 22:18:00,0
WO-0189,PART-1117,Manifold,Line-C,Packaging,PKG,Pack-01,2024-06-05 22:35:00,22
WO-0120,PART-2037,Bracket,Line-B,Cutting,CUT,Laser-02,2024-06-05 22:57:00,51
WO-0286,PART-6575,Pump Housing,Line-A,Cutting,CUT,Laser-01,2024-06-05 22:59:00,32
WO-0030,PART-9779,Pump Housing,Line-A,CNC Machining,CNC,CNC-15,2024-06-05 23:12:00,54
WO-0044,PART-4770,Bracket,Line-B,Cutting,CUT,Laser-01,2024-06-05 23:36:00,28
WO-0090,PART-7021,Bracket,Line-A,Cutting,CUT,Laser-02,2024-06-05 23:40:00,49
WO-0286,PART-6575,Pump Housing,Line-A,CNC Machining,CNC,CNC-12,2024-06-05 23:46:00,88
WO-0120,PART-2037,Bracket,Line-B,CNC Machining,CNC,CNC-15,2024-06-06 00:00:00,66
WO-0030,PART-9779,Pump Housing,Line-A,Surface Prep,PREP,Prep-01,2024-06-06 00:15:00,26
WO-0044,PART-4770,Bracket,Line-B,CNC Machining,CNC,CNC-12,2024-06-06 00:26:00,112
WO-0189,PART-1117,Manifold,Line-C,Shipment,SHIP,Dock-01,2024-06-06 00:33:00,0
WO-0090,PART-7021,Bracket,Line-A,CNC Machining,CNC,CNC-19,2024-06-06 00:44:00,119
WO-0030,PART-9779,Pump Housing,Line-A,Assembly,ASM,Cell-04,2024-06-06 00:52:00,41
WO-0286,PART-6575,Pump Housing,Line-A,Surface Prep,PREP,Prep-01,2024-06-06 01:19:00,41
WO-0120,PART-2037,Bracket,Line-B,Surface Prep,PREP,Prep-01,2024-06-06 01:25:00,33
WO-0030,PART-9779,Pump Housing,Line-A,Quality Check,QC,QA-05,2024-06-06 01:52:00,28
WO-0286,PART-6575,Pump Housing,Line-A,Assembly,ASM,Cell-02,2024-06-06 02:02:00,101
WO-0120,PART-2037,Bracket,Line-B,Assembly,ASM,Cell-02,2024-06-06 02:18:00,149
WO-0030,PART-9779,Pump Housing,Line-A,Packaging,PKG,Pack-02,2024-06-06 02:23:00,11
WO-0044,PART-4770,Bracket,Line-B,Surface Prep,PREP,Prep-03,2024-06-06 02:29:00,40
WO-0090,PART-7021,Bracket,Line-A,Surface Prep,PREP,Prep-01,2024-06-06 03:00:00,39
WO-0044,PART-4770,Bracket,Line-B,Assembly,ASM,Cell-02,2024-06-06 03:12:00,114
WO-0287,PART-3108,Pump Housing,Line-C,Cutting,CUT,Laser-02,2024-06-06 03:44:00,25
WO-0090,PART-7021,Bracket,Line-A,Assembly,ASM,Cell-04,2024-06-06 03:48:00,127
WO-0286,PART-6575,Pump Housing,Line-A,Assembly Rework,ASM,Cell-02,2024-06-06 03:54:00,69
WO-0030,PART-9779,Pump Housing,Line-A,Shipment,SHIP,Dock-01,2024-06-06 04:10:00,0
WO-0287,PART-3108,Pump Housing,Line-C,CNC Machining,CNC,CNC-12,2024-06-06 04:33:00,44
WO-0120,PART-2037,Bracket,Line-B,Quality Check,QC,QA-02,2024-06-06 04:59:00,23
WO-0286,PART-6575,Pump Housing,Line-A,Quality Check,QC,QA-05,2024-06-06 05:09:00,48
WO-0287,PART-3108,Pump Housing,Line-C,Surface Prep,PREP,Prep-03,2024-06-06 05:19:00,39
WO-0120,PART-2037,Bracket,Line-B,Packaging,PKG,Pack-02,2024-06-06 05:27:00,30
WO-0044,PART-4770,Bracket,Line-B,Quality Check,QC,QA-02,2024-06-06 05:31:00,28
WO-0090,PART-7021,Bracket,Line-A,Quality Check,QC,QA-05,2024-06-06 05:59:00,53
WO-0286,PART-6575,Pump Housing,Line-A,Packaging,PKG,Pack-01,2024-06-06 06:04:00,19
WO-0044,PART-4770,Bracket,Line-B,Packaging,PKG,Pack-02,2024-06-06 06:10:00,20
WO-0287,PART-3108,Pump Housing,Line-C,Assembly,ASM,Cell-01,2024-06-06 06:13:00,45
WO-0120,PART-2037,Bracket,Line-B,Shipment,SHIP,Dock-01,2024-06-06 06:29:00,0
WO-0287,PART-3108,Pump Housing,Line-C,Assembly Rework,ASM,Cell-04,2024-06-06 07:03:00,27
WO-0236,PART-9069,Pump Housing,Line-C,Cutting,CUT,Laser-01,2024-06-06 07:05:00,20
WO-0090,PART-7021,Bracket,Line-A,Packaging,PKG,Pack-01,2024-06-06 07:10:00,21
WO-0286,PART-6575,Pump Housing,Line-A,Shipment,SHIP,Dock-01,2024-06-06 07:26:00,0
WO-0236,PART-9069,Pump Housing,Line-C,CNC Machining,CNC,CNC-19,2024-06-06 07:27:00,89
WO-0287,PART-3108,Pump Housing,Line-C,Quality Check,QC,QA-02,2024-06-06 07:48:00,57
